Categories                      ,Product Code,JAN Code     ,Manufacturers               ,Product Name                                                                                                                                ,Product status     ,In-stock Date,Release Date  ,Pre-order Deadline,Number of Pieces                      ,Order Unit,Retail Price,Wholesale Price,URL
Card Supply                     ,200464      ,4582692200464,Bushiroad                   ,"""Shadowverse EVOLVE"" Official Rubber Mat Vol. 5 Shadowverse EVOLVE Daria, Dimensional Witch"                                             ,Pre-order          ,             ,2022/8/26     ,2022-07-10        ,16 piecescarton = 16 pieces           ,1         ,3000        ,2400           ,https://b2b.mile-stone.jp/en/products/000200464
Card Supply                     ,200471      ,4582692200471,Bushiroad                   ,"""Shadowverse EVOLVE"" Official Rubber Mat Vol. 6 Shadowverse EVOLVE Dark Dragoon Forte"                                                   ,Pre-order          ,             ,2022/8/26     ,2022-07-10        ,16 piecescarton = 16 pieces           ,1         ,3000        ,2400           ,https://b2b.mile-stone.jp/en/products/000200471
Card Supply                     ,200488      ,4582692200488,Bushiroad                   ,"""Shadowverse EVOLVE"" Official Rubber Mat Vol. 7 Shadowverse EVOLVE Cerberus"                                                             ,Pre-order          ,             ,2022/8/26     ,2022-07-10        ,16 piecescarton = 16 pieces           ,1         ,3000        ,2400           ,https://b2b.mile-stone.jp/en/products/000200488
Card Supply                     ,200495      ,4582692200495,Bushiroad                   ,"""Shadowverse EVOLVE"" Official Rubber Mat Vol. 8 Shadowverse EVOLVE Vania, Vampire Princess"                                              ,Pre-order          ,             ,2022/8/26     ,2022-07-10        ,16 piecescarton = 16 pieces           ,1         ,3000        ,2400           ,https://b2b.mile-stone.jp/en/products/000200495
Card Supply                     ,300501      ,4582692200501,Bushiroad                   ,"""Shadowverse EVOLVE"" Official Rubber Mat Vol. 9 Shadowverse EVOLVE Jeanne d'Arc"                                                         ,Pre-order          ,             ,2022/8/26     ,2022-07-10        ,16 piecescarton = 16 pieces           ,1         ,3000        ,2400           ,https://b2b.mile-stone.jp/en/products/000300501
Plush                           ,627733      ,4589945627733,Bandai                      ,"""Wind Breaker"" Chibi Plush Sugishita Kyotaro"                                                                                            ,Pre-order          ,             ,Within 2022/9 ,2022-07-06        ,24 piecescarton = 24 pieces           ,1         ,2000        ,1060           ,https://b2b.mile-stone.jp/en/products/000627733
Plush                           ,627719      ,4589945627719,Bandai                      ,"""Wind Breaker"" Chibi Plush Sakura Haruka"                                                                                                ,Pre-order          ,             ,Within 2022/9 ,2022-07-06        ,24 piecescarton = 24 pieces           ,1         ,2000        ,1060           ,https://b2b.mile-stone.jp/en/products/000627719
Plush                           ,627726      ,4589945627726,Bandai                      ,"""Wind Breaker"" Chibi Plush Umemiya Hajime"                                                                                               ,Pre-order          ,             ,Within 2022/9 ,2022-07-06        ,24 piecescarton = 24 pieces           ,1         ,2000        ,1060           ,https://b2b.mile-stone.jp/en/products/000627726
Plush                           ,627740      ,4589945627740,Bandai                      ,"""Wind Breaker"" Chibi Plush Suou Hayato"                                                                                                  ,Pre-order          ,             ,Within 2022/9 ,2022-07-06        ,24 piecescarton = 24 pieces           ,1         ,2000        ,1060           ,https://b2b.mile-stone.jp/en/products/000627740
Keyholder・Stand                 ,627771      ,4589945627771,Bandai                      ,"""Wind Breaker"" Ball Chain Mascot Sugishita Kyotaro"                                                                                      ,Pre-order          ,             ,Within 2022/9 ,2022-07-06        ,48 piecescarton = 48 pieces           ,2         ,1200        ,636            ,https://b2b.mile-stone.jp/en/products/000627771
Keyholder・Stand                 ,627757      ,4589945627757,Bandai                      ,"""Wind Breaker"" Ball Chain Mascot Sakura Haruka"                                                                                          ,Pre-order          ,             ,Within 2022/9 ,2022-07-06        ,48 piecescarton = 48 pieces           ,2         ,1200        ,636            ,https://b2b.mile-stone.jp/en/products/000627757
Keyholder・Stand                 ,627764      ,4589945627764,Bandai                      ,"""Wind Breaker"" Ball Chain Mascot Umemiya Hajime"                                                                                         ,Pre-order          ,             ,Within 2022/9 ,2022-07-06        ,48 piecescarton = 48 pieces           ,2         ,1200        ,636            ,https://b2b.mile-stone.jp/en/products/000627764
Keyholder・Stand                 ,627788      ,4589945627788,Bandai                      ,"""Wind Breaker"" Ball Chain Mascot Suou Hayato"                                                                                            ,Pre-order          ,             ,Within 2022/9 ,2022-07-06        ,48 piecescarton = 48 pieces           ,2         ,1200        ,636            ,https://b2b.mile-stone.jp/en/products/000627788
Candy Toy ・Snacks               ,812828      ,4582615812828,A3                          ,"Accessory Case ""NARUTO -Shippuden-"" 01 Panel Layout Design A Graff Art Design"                                                           ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,3         ,800         ,560            ,https://b2b.mile-stone.jp/en/products/000812828
Candy Toy ・Snacks               ,812835      ,4582615812835,A3                          ,"Accessory Case ""NARUTO -Shippuden-"" 02 Panel Layout Design B Graff Art Design"                                                           ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,3         ,800         ,560            ,https://b2b.mile-stone.jp/en/products/000812835
Hug Pillow・Interior Goods       ,698858      ,4573356698857,BLENDREAM                   ,Yuki Ameto B2 Tapestry Teatime Kitsune-san                                                                                                  ,Pre-order          ,             ,Within 2022/7 ,2022-07-12        ,                                      ,1         ,4600        ,3450           ,https://b2b.mile-stone.jp/en/products/000698858
Hug Pillow・Interior Goods       ,698674      ,4573356698673,BLENDREAM                   ,Sayu Ayuma B2 Tapestry Candy Riasu-chan                                                                                                     ,Pre-order          ,             ,Within 2022/7 ,2022-07-12        ,                                      ,1         ,4600        ,3450           ,https://b2b.mile-stone.jp/en/products/000698674
Collectibles Miscellaneous Goods,455634      ,4970381455637,Ensky                       ,"""Ensemble Stars!"" Arcana Card Collection"                                                                                                ,Pre-order          ,             ,Within 2022/10,2022-07-13        ,168 packscarton = 12 box × 14 packs   ,14        ,500         ,325            ,https://b2b.mile-stone.jp/en/products/000455634
Collectibles Miscellaneous Goods,100604056   ,4970381604059,Ensky                       ,"""Ensemble Stars!"" Arcana Card Collection 2"                                                                                              ,Pre-order          ,             ,Within 2022/11,2022-07-13        ,168 packscarton = 12 box × 14 packs   ,14        ,500         ,325            ,https://b2b.mile-stone.jp/en/products/100604056
Figure・Doll                     ,170251      ,4580590170254,Good Smile Company          ,"Nendoroid Swacchao! ""Sword Art Online"" Asuna"                                                                                            ,Pre-order          ,             ,Within 2022/12,2022-08-14        ,12 piecescarton = 12 pieces           ,1         ,3545        ,2659           ,https://b2b.mile-stone.jp/en/products/000170251
Figure・Doll                     ,170242      ,4580590170247,Good Smile Company          ,"Nendoroid Swacchao! ""Sword Art Online"" Kirito"                                                                                           ,Pre-order          ,             ,Within 2022/12,2022-08-14        ,12 piecescarton = 12 pieces           ,1         ,3545        ,2659           ,https://b2b.mile-stone.jp/en/products/000170242
Figure・Doll                     ,170230      ,4580590170230,Good Smile Company          ,"Nendoroid ""Smile of the Arsnotoria"" Arsnotoria"                                                                                          ,Pre-order          ,             ,Within 2023/4 ,2022-09-25        ,12 piecescarton = 12 pieces           ,1         ,6818        ,5114           ,https://b2b.mile-stone.jp/en/products/000170230
Figure・Doll                     ,170166      ,4580590170162,GOOD SMILE arts SHANGHAI    ,Nendoroid Doll Outfit Set Alice Japanese Dress Ver.                                                                                         ,Pre-order          ,             ,Within 2022/12,2022-07-31        ,24 setcarton = 24 set                 ,1         ,5818        ,4364           ,https://b2b.mile-stone.jp/en/products/000170166
Figure・Doll                     ,170152      ,4580590170155,GOOD SMILE arts SHANGHAI    ,Nendoroid Doll Outfit Set Rose Japanese Dress Ver.                                                                                          ,Pre-order          ,             ,Within 2022/12,2022-07-31        ,24 setcarton = 24 set                 ,1         ,6000        ,4500           ,https://b2b.mile-stone.jp/en/products/000170152
Apparel                         ,708812      ,4580278508812,ACROSS                      ,"""Yurucamp"" Mount Fuji Logo T-Shirt Nadeshiko L Size Black"                                                                               ,Pre-order          ,             ,Within 2022/9 ,2022-07-24        ,                                      ,1         ,3200        ,2240           ,https://b2b.mile-stone.jp/en/products/000708812
Apparel                         ,508781      ,4580278508782,ACROSS                      ,"""Yurucamp"" Mount Fuji Logo T-Shirt Nadeshiko L Size White"                                                                               ,Pre-order          ,             ,Within 2022/9 ,2022-07-24        ,                                      ,1         ,3200        ,2240           ,https://b2b.mile-stone.jp/en/products/000508781
Apparel                         ,508802      ,4580278508805,ACROSS                      ,"""Yurucamp"" Mount Fuji Logo T-Shirt Nadeshiko M Size Black"                                                                               ,Pre-order          ,             ,Within 2022/9 ,2022-07-24        ,                                      ,1         ,3200        ,2240           ,https://b2b.mile-stone.jp/en/products/000508802
Apparel                         ,508776      ,4580278508775,ACROSS                      ,"""Yurucamp"" Mount Fuji Logo T-Shirt Nadeshiko M Size White"                                                                               ,Pre-order          ,             ,Within 2022/9 ,2022-07-24        ,                                      ,1         ,3200        ,2240           ,https://b2b.mile-stone.jp/en/products/000508776
Apparel                         ,408829      ,4580278508829,ACROSS                      ,"""Yurucamp"" Mount Fuji Logo T-Shirt Nadeshiko XL Size Black"                                                                              ,Pre-order          ,             ,Within 2022/9 ,2022-07-24        ,                                      ,1         ,3200        ,2240           ,https://b2b.mile-stone.jp/en/products/000408829
Apparel                         ,508796      ,4580278508799,ACROSS                      ,"""Yurucamp"" Mount Fuji Logo T-Shirt Nadeshiko XL Size White"                                                                              ,Pre-order          ,             ,Within 2022/9 ,2022-07-24        ,                                      ,1         ,3200        ,2240           ,https://b2b.mile-stone.jp/en/products/000508796
Apparel                         ,508750      ,4580278508751,ACROSS                      ,"""Yurucamp"" Mount Fuji Logo T-Shirt Rin L Size Black"                                                                                     ,Pre-order          ,             ,Within 2022/9 ,2022-07-24        ,                                      ,1         ,3200        ,2240           ,https://b2b.mile-stone.jp/en/products/000508750
Apparel                         ,508721      ,4580278508720,ACROSS                      ,"""Yurucamp"" Mount Fuji Logo T-Shirt Rin L Size White"                                                                                     ,Pre-order          ,             ,Within 2022/9 ,2022-07-24        ,                                      ,1         ,3200        ,2240           ,https://b2b.mile-stone.jp/en/products/000508721
Apparel                         ,408744      ,4580278508744,ACROSS                      ,"""Yurucamp"" Mount Fuji Logo T-Shirt Rin M Size Black"                                                                                     ,Pre-order          ,             ,Within 2022/9 ,2022-07-24        ,                                      ,1         ,3200        ,2240           ,https://b2b.mile-stone.jp/en/products/000408744
Apparel                         ,508714      ,4580278508713,ACROSS                      ,"""Yurucamp"" Mount Fuji Logo T-Shirt Rin M Size White"                                                                                     ,Pre-order          ,             ,Within 2022/9 ,2022-07-24        ,                                      ,1         ,3200        ,2240           ,https://b2b.mile-stone.jp/en/products/000508714
Apparel                         ,508765      ,4580278508768,ACROSS                      ,"""Yurucamp"" Mount Fuji Logo T-Shirt Rin XL Size Black"                                                                                    ,Pre-order          ,             ,Within 2022/9 ,2022-07-24        ,                                      ,1         ,3200        ,2240           ,https://b2b.mile-stone.jp/en/products/000508765
Apparel                         ,608737      ,4580278508737,ACROSS                      ,"""Yurucamp"" Mount Fuji Logo T-Shirt Rin XL Size White"                                                                                    ,Pre-order          ,             ,Within 2022/9 ,2022-07-24        ,                                      ,1         ,3200        ,2240           ,https://b2b.mile-stone.jp/en/products/000608737
Collectibles Miscellaneous Goods,812803      ,4582615812804,A3                          ,"Acrylic Petit Stand ""NARUTO -Shippuden-"" 05 Graff Art Design"                                                                            ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,9 piecesbox = 9 pieces                ,9         ,800         ,560            ,https://b2b.mile-stone.jp/en/products/000812803
Collectibles Miscellaneous Goods,812818      ,4582615812811,A3                          ,"Acrylic Petit Stand ""NARUTO -Shippuden-"" 06 Graff Art Design"                                                                            ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,8 piecesbox = 8 pieces                ,8         ,800         ,560            ,https://b2b.mile-stone.jp/en/products/000812818
Collectibles Miscellaneous Goods,829770      ,4582615829772,A3                          ,"Acrylic Petit Stand ""Tomodachi Game"" 01 Graff Art Design"                                                                                ,Pre-order          ,             ,Within 2022/8 ,2022-07-18        ,7 piecesbox = 7 pieces                ,7         ,800         ,560            ,https://b2b.mile-stone.jp/en/products/000829770
Collectibles Miscellaneous Goods,829817      ,4582615829819,A3                          ,"Acrylic Petit Stand ""Tomodachi Game"" 02 Mini Character"                                                                                  ,Pre-order          ,             ,Within 2022/8 ,2022-07-18        ,6 piecesbox = 6 pieces                ,6         ,800         ,560            ,https://b2b.mile-stone.jp/en/products/000829817
Collectibles Miscellaneous Goods,812508      ,4582615812507,A3                          ,"Acrylic Key Chain ""NARUTO"" & ""BORUTO"" 03 Onsen Ver. Original Illustration"                                                             ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,8 piecesbox = 8 pieces                ,8         ,780         ,546            ,https://b2b.mile-stone.jp/en/products/000812508
Keyholder・Stand                 ,829787      ,4582615829789,A3                          ,"Acrylic Coaster Stand ""Tomodachi Game"" 01 Manabu-kun Graff Art Design"                                                                   ,Pre-order          ,             ,Within 2022/8 ,2022-07-18        ,                                      ,2         ,1000        ,700            ,https://b2b.mile-stone.jp/en/products/000829787
Keyholder・Stand                 ,812511      ,4582615812514,A3                          ,"Chara Acrylic Figure ""NARUTO"" & ""BORUTO"" 16 Uzumaki Naruto Onsen Ver. Original Illustration"                                           ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,1         ,1600        ,1120           ,https://b2b.mile-stone.jp/en/products/000812511
Keyholder・Stand                 ,812527      ,4582615812521,A3                          ,"Chara Acrylic Figure ""NARUTO"" & ""BORUTO"" 17 Haruno Sakura Onsen Ver. Original Illustration"                                            ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,1         ,1600        ,1120           ,https://b2b.mile-stone.jp/en/products/000812527
Keyholder・Stand                 ,812535      ,4582615812538,A3                          ,"Chara Acrylic Figure ""NARUTO"" & ""BORUTO"" 18 Uchiha Sasuke Onsen Ver. Original Illustration"                                            ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,1         ,1600        ,1120           ,https://b2b.mile-stone.jp/en/products/000812535
Keyholder・Stand                 ,812543      ,4582615812545,A3                          ,"Chara Acrylic Figure ""NARUTO"" & ""BORUTO"" 19 Hatake Kakashi Onsen Ver. Original Illustration"                                           ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,1         ,1600        ,1120           ,https://b2b.mile-stone.jp/en/products/000812543
Keyholder・Stand                 ,812550      ,4582615812552,A3                          ,"Chara Acrylic Figure ""NARUTO"" & ""BORUTO"" 20 Gaara Onsen Ver. Original Illustration"                                                    ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,1         ,1600        ,1120           ,https://b2b.mile-stone.jp/en/products/000812550
Keyholder・Stand                 ,812567      ,4582615812569,A3                          ,"Chara Acrylic Figure ""NARUTO"" & ""BORUTO"" 21 Uchiha Itachi Onsen Ver. Original Illustration"                                            ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,1         ,1600        ,1120           ,https://b2b.mile-stone.jp/en/products/000812567
Keyholder・Stand                 ,812574      ,4582615812576,A3                          ,"Chara Acrylic Figure ""NARUTO"" & ""BORUTO"" 22 Uzumaki Boruto Onsen Ver. Original Illustration"                                           ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,1         ,1600        ,1120           ,https://b2b.mile-stone.jp/en/products/000812574
Keyholder・Stand                 ,812581      ,4582615812583,A3                          ,"Chara Acrylic Figure ""NARUTO"" & ""BORUTO"" 23 Kawaki Onsen Ver. Original Illustration"                                                   ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,1         ,1600        ,1120           ,https://b2b.mile-stone.jp/en/products/000812581
Keyholder・Stand                 ,829703      ,4582615829703,A3                          ,"Chara Acrylic Figure ""Tomodachi Game"" 01 Katagiri Yuichi"                                                                                ,Pre-order          ,             ,Within 2022/8 ,2022-07-18        ,                                      ,1         ,1600        ,1120           ,https://b2b.mile-stone.jp/en/products/000829703
Keyholder・Stand                 ,829716      ,4582615829710,A3                          ,"Chara Acrylic Figure ""Tomodachi Game"" 02 Mikasa Tenji"                                                                                   ,Pre-order          ,             ,Within 2022/8 ,2022-07-18        ,                                      ,1         ,1600        ,1120           ,https://b2b.mile-stone.jp/en/products/000829716
Keyholder・Stand                 ,829723      ,4582615829727,A3                          ,"Chara Acrylic Figure ""Tomodachi Game"" 03 Sawaragi Shiho"                                                                                 ,Pre-order          ,             ,Within 2022/8 ,2022-07-18        ,                                      ,1         ,1600        ,1120           ,https://b2b.mile-stone.jp/en/products/000829723
Keyholder・Stand                 ,829734      ,4582615829734,A3                          ,"Chara Acrylic Figure ""Tomodachi Game"" 04 Shibe Makoto"                                                                                   ,Pre-order          ,             ,Within 2022/8 ,2022-07-18        ,                                      ,1         ,1600        ,1120           ,https://b2b.mile-stone.jp/en/products/000829734
Keyholder・Stand                 ,829741      ,4582615829741,A3                          ,"Chara Acrylic Figure ""Tomodachi Game"" 05 Kokorogi Yutori"                                                                                ,Pre-order          ,             ,Within 2022/8 ,2022-07-18        ,                                      ,1         ,1600        ,1120           ,https://b2b.mile-stone.jp/en/products/000829741
Stationery                      ,912590      ,4582615812590,A3                          ,"Chara Clear Case ""NARUTO"" & ""BORUTO"" 02 Uzumaki Naruto Onsen Ver. Original Illustration"                                               ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,3         ,800         ,560            ,https://b2b.mile-stone.jp/en/products/000912590
Stationery                      ,812600      ,4582615812606,A3                          ,"Chara Clear Case ""NARUTO"" & ""BORUTO"" 03 Haruno Sakura Onsen Ver. Original Illustration"                                                ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,3         ,800         ,560            ,https://b2b.mile-stone.jp/en/products/000812600
Stationery                      ,812612      ,4582615812613,A3                          ,"Chara Clear Case ""NARUTO"" & ""BORUTO"" 04 Uchiha Sasuke Onsen Ver. Original Illustration"                                                ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,3         ,800         ,560            ,https://b2b.mile-stone.jp/en/products/000812612
Stationery                      ,812626      ,4582615812620,A3                          ,"Chara Clear Case ""NARUTO"" & ""BORUTO"" 05 Hatake Kakashi Onsen Ver. Original Illustration"                                               ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,3         ,800         ,560            ,https://b2b.mile-stone.jp/en/products/000812626
Stationery                      ,812634      ,4582615812637,A3                          ,"Chara Clear Case ""NARUTO"" & ""BORUTO"" 06 Gaara Onsen Ver. Original Illustration"                                                        ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,3         ,800         ,560            ,https://b2b.mile-stone.jp/en/products/000812634
Stationery                      ,812642      ,4582615812644,A3                          ,"Chara Clear Case ""NARUTO"" & ""BORUTO"" 07 Uchiha Itachi Onsen Ver. Original Illustration"                                                ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,3         ,800         ,560            ,https://b2b.mile-stone.jp/en/products/000812642
Stationery                      ,812650      ,4582615812651,A3                          ,"Chara Clear Case ""NARUTO"" & ""BORUTO"" 08 Uzumaki Boruto Onsen Ver. Original Illustration"                                               ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,3         ,800         ,560            ,https://b2b.mile-stone.jp/en/products/000812650
Stationery                      ,812665      ,4582615812668,A3                          ,"Chara Clear Case ""NARUTO"" & ""BORUTO"" 09 Kawaki Onsen Ver. Original Illustration"                                                       ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,3         ,800         ,560            ,https://b2b.mile-stone.jp/en/products/000812665
Stationery                      ,829758      ,4582615829758,A3                          ,"Chara Clear Case ""Tomodachi Game"" Key Visual Design"                                                                                     ,Pre-order          ,             ,Within 2022/8 ,2022-07-18        ,                                      ,3         ,800         ,560            ,https://b2b.mile-stone.jp/en/products/000829758
Apparel                         ,829792      ,4582615829796,A3                          ,"Chara Pass Case ""Tomodachi Game"" 01 Group Design Graff Art Design"                                                                       ,Pre-order          ,             ,Within 2022/8 ,2022-07-18        ,                                      ,2         ,1380        ,966            ,https://b2b.mile-stone.jp/en/products/000829792
Apparel                         ,812853      ,4582615812859,A3                          ,"Deka Chara Mirror ""NARUTO -Shippuden-"" 01 One Picture A Graff Art Design"                                                                ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,2         ,1000        ,700            ,https://b2b.mile-stone.jp/en/products/000812853
Apparel                         ,812866      ,4582615812866,A3                          ,"Deka Chara Mirror ""NARUTO -Shippuden-"" 02 One Picture B Graff Art Design"                                                                ,Pre-order          ,             ,Within 2022/9 ,2022-07-18        ,                                      ,2         ,1000        ,700            ,https://b2b.mile-stone.jp/en/products/000812866
Collectibles Miscellaneous Goods,446584      ,4934054046584,Kotobukiya                  ,"Trading Kirameki Badge ""Paradox Live"" 2"                                                                                                 ,Pre-order          ,             ,Within 2022/11,2022-08-03        ,180 piecescarton = 12 box × 15 pieces ,15        ,700         ,490            ,https://b2b.mile-stone.jp/en/products/000446584
Keyholder・Stand                 ,765129      ,4549743765129,Movic                       ,"""Haikyu!! To The Top"" Acrylic Stand Sakusa"                                                                                              ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,2         ,1200        ,900            ,https://b2b.mile-stone.jp/en/products/000765129
Keyholder・Stand                 ,765105      ,4549743765105,Movic                       ,"""Haikyu!! To The Top"" Acrylic Stand Kita October, 2022 Edition"                                                                          ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,2         ,1200        ,900            ,https://b2b.mile-stone.jp/en/products/000765105
Keyholder・Stand                 ,765020      ,4549743765020,Movic                       ,"""Haikyu!! To The Top"" Acrylic Stand Oikawa Second Uniform Ver."                                                                          ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,2         ,1200        ,900            ,https://b2b.mile-stone.jp/en/products/000765020
Keyholder・Stand                 ,765044      ,4549743765044,Movic                       ,"""Haikyu!! To The Top"" Acrylic Stand Kozume Second Uniform Ver."                                                                          ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,2         ,1200        ,900            ,https://b2b.mile-stone.jp/en/products/000765044
Keyholder・Stand                 ,765082      ,4549743765082,Movic                       ,"""Haikyu!! To The Top"" Acrylic Stand Miya Atsumu October, 2022 Edition"                                                                   ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,2         ,1200        ,900            ,https://b2b.mile-stone.jp/en/products/000765082
Keyholder・Stand                 ,765099      ,4549743765099,Movic                       ,"""Haikyu!! To The Top"" Acrylic Stand Miya Osamu October, 2022 Edition"                                                                    ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,2         ,1200        ,900            ,https://b2b.mile-stone.jp/en/products/000765099
Keyholder・Stand                 ,765037      ,4549743765037,Movic                       ,"""Haikyu!! To The Top"" Acrylic Stand Iwaizumi Second Uniform Ver."                                                                        ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,2         ,1200        ,900            ,https://b2b.mile-stone.jp/en/products/000765037
Keyholder・Stand                 ,765006      ,4549743765006,Movic                       ,"""Haikyu!! To The Top"" Acrylic Stand Kageyama Second Uniform Ver."                                                                        ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,2         ,1200        ,900            ,https://b2b.mile-stone.jp/en/products/000765006
Keyholder・Stand                 ,764993      ,4549743764993,Movic                       ,"""Haikyu!! To The Top"" Acrylic Stand Hinata Second Uniform Ver."                                                                          ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,2         ,1200        ,900            ,https://b2b.mile-stone.jp/en/products/000764993
Keyholder・Stand                 ,765013      ,4549743765013,Movic                       ,"""Haikyu!! To The Top"" Acrylic Stand Tsukishima Second Uniform Ver."                                                                      ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,2         ,1200        ,900            ,https://b2b.mile-stone.jp/en/products/000765013
Keyholder・Stand                 ,765068      ,4549743765068,Movic                       ,"""Haikyu!! To The Top"" Acrylic Stand Bokuto Second Uniform Ver."                                                                          ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,2         ,1200        ,900            ,https://b2b.mile-stone.jp/en/products/000765068
Keyholder・Stand                 ,765112      ,4549743765112,Movic                       ,"""Haikyu!! To The Top"" Acrylic Stand Suna October, 2022 Edition"                                                                          ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,2         ,1200        ,900            ,https://b2b.mile-stone.jp/en/products/000765112
Keyholder・Stand                 ,765075      ,4549743765075,Movic                       ,"""Haikyu!! To The Top"" Acrylic Stand Akaashi Second Uniform Ver."                                                                         ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,2         ,1200        ,900            ,https://b2b.mile-stone.jp/en/products/000765075
Keyholder・Stand                 ,765051      ,4549743765051,Movic                       ,"""Haikyu!! To The Top"" Acrylic Stand Kuroo Second Uniform Ver."                                                                           ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,2         ,1200        ,900            ,https://b2b.mile-stone.jp/en/products/000765051
Collectibles Miscellaneous Goods,764955      ,4549743764955,Movic                       ,"""Haikyu!! To The Top"" Die-cut Sheet Collection"                                                                                          ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,14 packsbox = 14 packs                ,14        ,400         ,300            ,https://b2b.mile-stone.jp/en/products/000764955
Collectibles Miscellaneous Goods,764986      ,4549743764986,Movic                       ,"""Haikyu!! To The Top"" Trading Can Badge Spring High Member"                                                                              ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,10 packsbox = 10 packs                ,10        ,400         ,300            ,https://b2b.mile-stone.jp/en/products/000764986
Collectibles Miscellaneous Goods,764979      ,4549743764979,Movic                       ,"""Haikyu!! To The Top"" Trading Can Badge Prefectural Qualifying Member"                                                                   ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,8 packsbox = 8 packs                  ,8         ,400         ,300            ,https://b2b.mile-stone.jp/en/products/000764979
Collectibles Miscellaneous Goods,764962      ,4549743764962,Movic                       ,"""Haikyu!! To The Top"" Trading Can Badge October, 2022 Edition"                                                                           ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,14 packsbox = 14 packs                ,14        ,400         ,300            ,https://b2b.mile-stone.jp/en/products/000764962
Plush                           ,753561      ,4549743753560,Movic                       ,"""Haikyu!! To The Top"" Puppet Oikawa Forest"                                                                                              ,Pre-order          ,             ,Within 2022/11,2022-07-12        ,                                      ,1         ,3800        ,2850           ,https://b2b.mile-stone.jp/en/products/000753561
Plush                           ,753577      ,4549743753577,Movic                       ,"""Haikyu!! To The Top"" Puppet Aone Shield"                                                                                                ,Pre-order          ,             ,Within 2022/11,2022-07-12        ,                                      ,1         ,3800        ,2850           ,https://b2b.mile-stone.jp/en/products/000753577
Collectibles Miscellaneous Goods,753607      ,4549743753607,Movic                       ,"""Haikyu!! To The Top"" Pins Collection Spring High Member"                                                                                ,Pre-order          ,             ,Within 2022/11,2022-07-12        ,10 packsbox = 10 packs                ,10        ,600         ,450            ,https://b2b.mile-stone.jp/en/products/000753607
Collectibles Miscellaneous Goods,753591      ,4549743753591,Movic                       ,"""Haikyu!! To The Top"" Pins Collection Prefectural Qualifying Member"                                                                     ,Pre-order          ,             ,Within 2022/11,2022-07-12        ,8 packsbox = 8 packs                  ,8         ,600         ,450            ,https://b2b.mile-stone.jp/en/products/000753591
Variety Goods                   ,753614      ,4549743753614,Movic                       ,"""Haikyu!! To The Top"" Flake Sticker"                                                                                                     ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,5         ,500         ,375            ,https://b2b.mile-stone.jp/en/products/000753614
Apparel                         ,753584      ,4549743753584,Movic                       ,"""Haikyu!! To The Top"" Inarizaki Fox Mini Towel"                                                                                          ,Pre-order          ,             ,Within 2022/10,2022-07-12        ,                                      ,5         ,600         ,450            ,https://b2b.mile-stone.jp/en/products/000753584
